;question_ID;question;full_question_ID;list_answer_options;list_answer_no_refusal;len_answer_options;odd_answer_options;list_answer_no_middle;list_answer_middle;original_emotional_prime;original_personality_prime;list_answer_options_reversed;_merge;question_typo;question_letter_swap;question_synonym;question_paraphrased;question_keyboardtypo;selected
171;Q152;Aims of country: first choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the most important? ;Q152;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries, ', '4 options in each'];2;FALSE;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries, ', '4 options in each', '6 batteries, ', '-1=Don't know'];"[3 batteries, , 4 options in each, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[3 batteries, , 4 options in each, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4 options in each', '3 batteries, ']";both;cims ow country: first choice People sometides talh about what the aims of thhs cofntry shoyld bh lor the neot tec years. On this pard are listed soml ox ihe goals whics differnnt people would give txp priority. Would you pleasx say weich one oo these you considir uhe most importynt?;Aims fo country: first hcoice oePple sometimes talk about whta the aims of this country should be ofr teh next ten years. On htis racd are listed some of teh goals which different people would give top priority. Would uoy please say which one of ehest you consider the most i?portantm;Here's the string with five words replaced by synonyms:    Objectives  of country: first choice  Individuals  sometimes  discuss  about what the  objectives  of this country should be for the next ten years. On this card are listed some of the  goals  which different people would give top priority. Would you please say which one of these you consider the most important?     Replaced words and their synonyms:   *  Aims  -> Objectives *  People  -> Individuals *  Talk  -> Discuss *  Aims  -> Objectives (again, for variety) *  Goals  -> Goals (using a synonym for  goals  might be less impactful)  ;Many people discuss the priorities for this country over the next decade. This card presents various goals that different individuals consider paramount. Please identify the goal you believe is most important.  ;Ains of country: dirst cjoice Pepple somrtimes talk about ehat tge ains if this country should br for the next tem yrars. On thus card are lisred sone of the gosls which different people would gice too priority. Would yiu please sat wjich onr of thwse you consider thr nost important?;0
172;Q153;Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important? ;Q153;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries, ', '4 options in each'];2;FALSE;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries, ', 'some options in each', '4 options in each', '-1=Don't know'];"[3 batteries, , 4 options in each, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[3 batteries, , 4 options in each, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4 options in each', '3 batteries, ']";both;Aims pf country: second ceoice Peaple sometimem talk about what tfe aims of this country should be sor rhe npxt hen years. in this card are lqsted some tf the goali which dilferent people would gxve top prrority. Would cou please tay hhich onm of nhese yon consider tve uecond most importantj;iAms of country: second choice Ppoele somesimet talk about thaw the aims of this country should be for the next ten years. On this card aer listed some of the glaos which different people would give top priority. Would you please asy which noe of these uoy consider hte secodn omst important?; Objectives of nation: alternate selection People sometimes discuss what the objectives of this nation should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most significant?    ;When people discuss national goals for the next decade, there are various priorities.  Please select the second most important aim from the following list.  ;Aims of countru: secpnd choive Peoplw sonetimes talk about what rhe sims od thia counrry shpuld be for the bext twn years. Om this card are listed some of tje gpals whivh dufferent people wpuld give yop priority. Would you olease say which onw pf these yoi consider tje second most omportant?;0
173;Q154;Aims of respondent: first choice If you had to choose, which one of the things on this card would you say is most important? ;Q154;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries, ', '4 options in each'];2;FALSE;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries, ', '4 options in each', '5 batteries', '-1=Don't know'];"[3 batteries, , 4 options in each, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[3 batteries, , 4 options in each, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4 options in each', '3 batteries, ']";both;oims rf respondent: firsv choick cf qou hid to choose, whirh one xf the thhngs on this card would ycu say is lost important?;Aims of rdsponeent: first choice If uoy had to hcoose, which eno of the things on this card would you say is mots importnat?;  Objectives  of respondent:  initial  choice If you had to  select , which one of the things on this card would you say is  most significant ?    ;The respondent is asked to identify the most crucial item from the provided options, prioritizing their choice if forced to select only one.  ;Aims of respondent: firat choice If you hsd tp choose, wjich pne og the things ob tgis card would yoy say ia mist impprtant?;0
174;Q155;Aims of respondent: second choice And which would be the next most important? ;Q155;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries, ', '4 options in each'];2;FALSE;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries, ', 'Average number of options', '4 options in each', '-1=Don't know'];"[3 batteries, , 4 options in each, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[3 batteries, , 4 options in each, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4 options in each', '3 batteries, ']";both;Aims og respondent: second choice Ald wgich wouud ve the next most impoltant?;Aims of respotdenn: socend choice And chiwh would be the next most important?;Here's the string with five words replaced by synonyms:    Objectives  of respondent:  alternate  choice  And  which would be the  subsequent  most  crucial ?    Here's a breakdown of the changes:  *  Aims  ->  Objectives  *  second  ->  alternate  *  And  ->  And  (kept the same for this example, as it's a conjunction) *  next  ->  subsequent  *  important  ->  crucial   ;The respondent's second priority, and what they consider the next most important factor.  ;Aims of respondent: aecond choice And ehich woulf br the next modt important?;0
175;Q156;Most important: first choice Here is another list. In your opinion, which one of these is most important? ;Q156;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries, ', '4 options in each'];2;FALSE;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries', '4 options in each', '6 batteries', '-1=Don't know'];"[3 batteries, , 4 options in each, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[3 batteries, , 4 options in each, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4 options in each', '3 batteries, ']";both;Mbst important: first choice Herl os snother lost. in youb opinion, whlch one of these as most important?;Mots important: first ciohce Here is another list. In your opinion, which oen fo these is most important?; Most  crucial :  initial  choice Here is another list. In your  viewpoint , which one of these is most  essential ?    ;The most important item is your top choice. Another list is provided, and you are asked to select the most important option from it.  ;Most important: dirst choice Here us another kist. In your ooinion, which pne og tgese os most important?;0
176;Q157;Most important: second choice Here is another list. In your opinion, which one of these is most important? And what would be the next most important? ;Q157;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries, ', '4 options in each'];2;FALSE;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries, ', '3 options in each', '4 options in each', '-1=Don't know'];"[3 batteries, , 4 options in each, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[3 batteries, , 4 options in each, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4 options in each', '3 batteries, ']";both;Moso importanf: second choire Here is anoqher zist. mn your opinion, which one of thete ik most important? And wtat yould be thq nexf most impqrtant?;Most important: second ohcice Here is another list. In your opinion, which one of these si somt important? And hwat would eb the next most irpomtant?; Most  crucial :  alternate  choice Here is another list. In your opinion, which one of these is  most significant ? And what would be the  subsequent   most significant ?   ;The most important consideration is the second choice.  Another list is provided. Please rank these items in order of importance, with the most important first and the second most important second.  ;Most important: sexond cgoice Here is abother lust. In your opinion, whicg ine if rhese id most important? And what would be thw next most important?;0
177;Q158;Science and technology are making our lives healthier, easier, and more comfortable Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a a means that youcompletely disagreeand a of means that youcompletely agreeScience and technology are making our lives healthier, easier, and more comfortable;Q158;"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', ""-1=Don't know""]";['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree'];10;FALSE;"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', ""-1=Don't know""]";['1=Completely disagree ', '2 ', '3 ', '4 ', '5=Neutral ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', '-1=Don't know'];"[1=Completely disagree , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Completely agree, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Completely disagree , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Completely agree, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '10=Completely agree', '9 ', '8 ', '7 ', '6 ', '5 ', '4 ', '3 ', '2 ', '1=Completely disagree ']";both;Science aqd technology are making ofr lihes healthier, easier, ayd more comfortable Now, I would lipe to read sofe slatements ane asu hoe muce yyu abree or risagree with aach of these statements. For these questioxs, a a meads that youcomplately disagreeand a od meads qhat youcompletely agreedcience ajd technoloiy are makink olr lives healthicr, easier, znd more comfortable;Science and oechntlogy era manikg our lives healthier, easier, and more comfortable oNw, I woudl like ot reda some statements and ask how much you aereg or disagree with each of these statements. For these queotisns, a a means that yeucomplotely disagreeand a of means that youcompletely agreeScience and technology are nakimg our lives healthier, easier, dna more comfortable;Science and technology are  rendering  our lives healthier, easier, and more  comfy . Now, I would like to  peruse  some statements and ask how much you  concur  or  disagree  with each of these statements. For these questions, a a means that you completely disagree and a of means that you completely agree. Science and technology are  rendering  our lives healthier, easier, and more  comfy .  ;"Advances in science and technology are enhancing our well-being, simplifying our lives, and making them more comfortable.  I'd like to share some statements and gauge your level of agreement or disagreement with each one.  On a scale where ""a"" signifies complete disagreement and ""f"" represents complete agreement, please indicate your stance.  ";Svience and technologt are making pur loves heslthier, easier, abd more comforrable Npw, I woyld like ro read aome statements amd ssk hoq mucg you agree or disagree with each od these statements. For tgese questiona, a a meand that youcompletely disagreeand a od means that yoicompletely agreeScience and technology are makimg oyr kives heakthier, eaaier, and more comfortavle;0
178;Q159;Because of science and technology, there will be more opportunities for the next generation Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a a means that youcompletely disagreeand a of means that youcompletely agreeBecause of science and technology, there will be more opportunities for the next generation;Q159;"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', ""-1=Don't know""]";['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree'];10;FALSE;"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', ""-1=Don't know""]";['1=Completely disagree ', '2 ', '3 ', '4 ', '5=Neither agree nor disagree', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', '-1=Don't know'];"[1=Completely disagree , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Completely agree, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Completely disagree , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Completely agree, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '10=Completely agree', '9 ', '8 ', '7 ', '6 ', '5 ', '4 ', '3 ', '2 ', '1=Completely disagree ']";both;Beiause ok science and tevhnology, there will bo more opkortunities for thh zext generation Nof, I wodld wike tc read some statements snd ask how muck you agoee or disagree with each of these statements. Fir thnse questions, a a moans that youcokpletely disagroeand a of means that youcompletely agreeBecause of science and technoloby, therz oill be more opportunities fop the nest generatlon;Because of science and technology, rhete will be more spportunitieo for the next genirateon Now, I would like to read some statements adn ask ohw much you agree or disagree wtih each of htese statements. For these ouestiqns, a a menas that youcompletely disrgaeeand a fo mesna that youcompletely agreeBecause of science adn technology, there will be more opportunities rof the next generitaon;Because of  knowledge  and  innovation , there will be more  chances  for the  upcoming  generation Now, I would like to read some  declarations  and ask how much you agree or disagree with each of these statements. For these questions, a a means that you completely disagree and a of means that you completely agree Because of science and technology, there will be more opportunities for the next generation  ;"Science and technology are creating a future with increased opportunities for upcoming generations. To understand your views on this, I'd like to present some statements for you to rate your agreement or disagreement with, using a scale where ""a"" represents complete disagreement and ""o"" represents complete agreement.  ";Because og science and technology, there wilk br more opporyunities fir rhe nexy genrration Now, I woukd loke to read spme statemenys and ask how much ypu sgree ot disagree with each pf rhese statements. Fir thede questions, a a mesns that youcompletely disagrerand a of neans that youcompleyely agreeBecause of svience and technology, tjere eill be mpre opportunities for the next generation;0
179;Q160;We depend too much on science and not enough on faith Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a a means that youcompletely disagreeand a of means that youcompletely agreeWe depend too much on science and not enough on faith;Q160;"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', ""-1=Don't know""]";['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree'];10;FALSE;"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', ""-1=Don't know""]";['1=Completely disagree ', '2 ', '3 ', '4 ', '5=Neutral ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', '-1=Don't know'];"[1=Completely disagree , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Completely agree, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Completely disagree , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Completely agree, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '10=Completely agree', '9 ', '8 ', '7 ', '6 ', '5 ', '4 ', '3 ', '2 ', '1=Completely disagree ']";both;Wj depend doo zuch an science and not enolgh vn faath Now, I wkuld like to riad sxme statements and bsk how mucc gou agrve or disagree whth each of these statements. Fkr thesm questions, a a means tcat youcompletely disagreeand a mf means that youcompletely agreeWe depend tov much ox sciefce nnd not enough on faath;We depend too much no science and not enough no faith No,w I would like to dear osme statements dna ask how much you agree or disagree with each of these statemestn. For these qusetions, a a means that youcompeetlly disagreeand a of means that youcompletely agreeWe depend too much on science and not egounh on faith;We  rely  too much on science and not enough on  belief . Now, I would like to  peruse  some statements and ask how much you  concur  or  disagree  with each of these statements. For these questions, a a means that you completely disagree and a of means that you completely agree. We depend too much on science and not enough on faith.  ;"The speaker believes we rely excessively on science and insufficiently on faith. They intend to present a series of statements and seek the audience's level of agreement or disagreement with each statement, using a scale where ""a"" indicates complete disagreement and ""f"" represents complete agreement.  ";We deprnd too much pn scoence and not enpugh on faith Now, I would luke to read some stayements and ssk how much you agrre ir disagree witg eavh of thrse statements. For tgese quesyions, a a mwans that youcompletely diaagreeand a of means yhat uoucompletely agrweWe depwnd top muvh in acience and npt emough in faith;0
180;Q161;One of the bad effects of science is that it breaks down peoplea ideas of right and wrong Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a a means that youcompletely disagreeand a of means that youcompletely agreeOne of the bad effects of science is that it breaks down peoplea ideas of right and wrong;Q161;"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', ""-1=Don't know""]";['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree'];10;FALSE;"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', ""-1=Don't know""]";['1=Completely disagree ', '2 ', '3 ', '4 ', '5=Neutral ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', '-1=Don't know'];"[1=Completely disagree , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Completely agree, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Completely disagree , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Completely agree, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '10=Completely agree', '9 ', '8 ', '7 ', '6 ', '5 ', '4 ', '3 ', '2 ', '1=Completely disagree ']";both;Onf of the ban effecks ov pcience ij that mt breaky down peoplea ideas of rigqt and wrong uow, I would like to read some sqatements and ack how guch fou agree ar disagree witd each of tbese stbtements. Fov thesu questions, a a mhans that youcompleteby disagreeand a wf means that youcompletefy agresOne of toe bdd effects of science ws tuat it brsaks down peoplea ideas pf raght snd wrong;enO of the bad effects of science is that it brekas down peoplea ideas of right and wnorg N,wo I would eikl ot read some snatemetts and ask how muhc you agree or disagree with eahc fo these statements. For these questions, a a seanm that youcompletely disagreeand a of emans that youcompletely agrneOee of teh bad efefcts of science is thta it breaks odwn peoplea ideas of right and wrong;One of the  negative   consequences  of science is that it  dismantles  people's  notions  of right and wrong. Now, I would like to read some  assertions  and ask how much you agree or disagree with each of these statements. For these questions, a a means that you  totally  disagree and a of means that you  totally  agree. One of the bad effects of science is that it breaks down peoplea ideas of right and wrong.  ;"Science can have a negative consequence by challenging traditional notions of morality. To understand this better, I'd like to present some statements and ask how strongly you agree or disagree with them.  A ""a"" indicates complete disagreement, and a ""of"" means complete agreement.  ";One od the bsd effexts of science os yhat it breajs down pwoplea ideas of riggt snd qrong Now, I would lije to read some statememts and adk hoq muxh yiu agree ir disagree wiyh eaxh of theae statemenrs. Fpr thede questions, a a means that youcompletely disagreeand a og mwans rhat youcompletely agreeOnw og the baf effects of scirnce is that ir breakd down peoplea ideas of rihht and wrong;0
181;Q162;It is not important for me to know about science in my daily life Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a a means that youcompletely disagreeand a of means that youcompletely agreeIt is not important for me to know about science in my daily life;Q162;"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', ""-1=Don't know""]";['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree'];10;FALSE;"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', ""-1=Don't know""]";['1=Completely disagree ', '2 ', '3 ', '4 ', '5=Neutral', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', '-1=Don't know'];"[1=Completely disagree , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Completely agree, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Completely disagree , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Completely agree, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '10=Completely agree', '9 ', '8 ', '7 ', '6 ', '5 ', '4 ', '3 ', '2 ', '1=Completely disagree ']";both;Ip es not important for mm so know about slience pn my daily lufe Nzw, I woulp like to read some stateaents any ahk mow guch iou agree fr disagaee with ewch of these statements. por these questions, a a meads thht youcompletely disagreeand a of means that youcompletels agreeIt is not important fou ne to kpow ybout sceence nn my daily life;It is not itportanm for em to know about eciencs in ym daily lief Now, I owuld liek to read some etatemsnts and ask how much you agree or disagree with each of these statements. For teesh questions, a a means that youcompletely disagreeand a of means that youcompletely agreeIt is ton important for em to know about science in ym daily eifl;It is not  essential  for me to know about  science  in my  everyday  life Now, I would like to read some  assertions  and ask how much you  concur  or disagree with each of these statements. For these questions, a a means that youcompletely disagreeand a of means that youcompletely agreeIt is not  crucial  for me to know about science in my daily life  ;"The statement, ""It is not important for me to know about science in my daily life,"" reflects a perspective on the relevance of scientific knowledge in everyday life.  You will now be presented with several statements, and you will be asked to indicate your level of agreement or disagreement with each one.  A response of ""a"" signifies complete disagreement, while a response of ""f"" indicates complete agreement.  ";It ia not importsnt gor ne to know about science im mt dsily lige Now, I wpuld lije yo read some statemebts and ask hoq much you sgree ir dosagree with eavh pf rhese statements. For thesw questuons, a a means thar youcompletely disagreeand a og mesns that uoucompletely agreeIt us not important for me yo know about science in mt daily life;0
182;Q163;The world is better off, or worse off, because of science and technology All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: ;Q163;"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', ""-1=Don't know""]";['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree'];10;FALSE;"['1=Completely disagree ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', ""-1=Don't know""]";['1=Completely disagree ', '2 ', '3 ', '4 ', '5=Neutral ', '6 ', '7 ', '8 ', '9 ', '10=Completely agree', '-1=Don't know'];"[1=Completely disagree , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Completely agree, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Completely disagree , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Completely agree, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '10=Completely agree', '9 ', '8 ', '7 ', '6 ', '5 ', '4 ', '3 ', '2 ', '1=Completely disagree ']";both;The world is better ofk, oa worse ofz, becayse of scgence and technololy All thinrs considered, would you sap thay tme world ix better ofb, or dorse off, becouse of sciench and yechnology? Paease tell me which comex clohest to your view on this scrle:;The world is better ,ffo ro worse off, because fo ecisnce and techonlogy lAl nhitgs considered, doulw you say that the world is better off, or worse off, beacuse of science and technology? Please tell me hhicw comes closest ot your view on this scale:;The globe is superior off, or inferior off, due to science and technology All things considered, would you say that the globe is superior off, or inferior off, due to science and technology? Please tell me which comes closest to your viewpoint on this scale:  ;Science and technology have significantly impacted the world.  Do you believe their influence has made the world a better or worse place overall? On a scale, where would you place the world's current state as a result of scientific and technological advancements?  ;The qorld is bettet iff, or worsr off, because of science snd technolohy All things considered, would you aay thay the world is bettrr off, oe worae off, becsuse of sciencw anf technology? Pkease tell me wjich comrs clpsest to your voew on thia scale:;0
183;Q164;Importance of God How important is God in your lifePlease use this scale to indicate. of meansvery importantand a meansnot at all important;Q164;"['1=Not important at all ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Very important', ""-1=Don't know""]";['1=Not important at all ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Very important'];10;FALSE;"['1=Not important at all ', '2 ', '3 ', '4 ', '5 ', '6 ', '7 ', '8 ', '9 ', '10=Very important', ""-1=Don't know""]";['1=Not important at all ', '2 ', '3 ', '4 ', '5=Somewhat important', '6 ', '7 ', '8 ', '9 ', '10=Very important', '-1=Don't know'];"[1=Not important at all , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Very important, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Not important at all , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10=Very important, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '10=Very important', '9 ', '8 ', '7 ', '6 ', '5 ', '4 ', '3 ', '2 ', '1=Not important at all ']";both;vmportance of Gbd fow important ih God in youi lifePlease use this scalb to inmicate. of meansvery importantanx a meansnot ot all importont;Imoprtance of God How important is God in your lifePlease use this scale to indicate. fo meansvery importanatnd a meansnot at lla important; Significance of Deity How crucial is God in your lifePlease use this scale to indicate. of meansvery significantand a meansnot at all essential   ;"This question asks you to rate the importance of God in your life using a scale where ""a"" means ""very important"" and ""of"" means ""not at all important.""  ";Importance of Gpd Hiw important us God in your lifePlease use thos scale to indicate. of mransvery importsntand a meandnot at alk inportant;0
184;Q165;Believe in: God In which of the following things do you believe, if you believe in any? God;Q165;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes ', '2=No'];2;FALSE;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes', '2=Unsure', '3=No', '-1=Don't know'];"[1=Yes , 2=No, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Yes , 2=No, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '2=No', '1=Yes ']";both;Beoieve ik: nod Iz whlch oo the following things dh you believd, if you bmlieve in any? God;Believe in: God nI which of the following things do uoy believe, if you veliebe in any? oGd; Trust in: Deity In which of the following things do you have faith, if you have faith in any? Deity   ;Do you believe in God?  ;Bwlieve in: God Im wgich of tje followung tjings do uou bekieve, if uou believe in any? God;0
185;Q166;Believe in: life after death In which of the following things do you believe, if you believe in any? Life after death;Q166;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes ', '2=No'];2;FALSE;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes', '2=Maybe', '3=No', '-1=Don't know'];"[1=Yes , 2=No, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Yes , 2=No, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '2=No', '1=Yes ']";both;Believe ig: life aftew death wn whicb of the following yhings do yju believe, ih eou believe in agy? Liae aftur death;Believe in: life after death In which of eht follownig things do you believe, fi you believe in ?nya Life after daeth; Trust in: existence after demise In which of the following things do you believe, if you believe in any? Life after death   ;Do you believe in life after death?  ;Believr in: lide aftee death In which of the followimg things dp yoy bekieve, id tou bekieve in sny? Life after death;0
186;Q167;Believe in: hell In which of the following things do you believe, if you believe in any? Hell;Q167;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes ', '2=No'];2;FALSE;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes', '2=Unsure', '3=No', '-1=Don't know'];"[1=Yes , 2=No, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Yes , 2=No, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '2=No', '1=Yes ']";both;Believe iw: hell Ie which of the folyowing thiygs df you believe, if zou kelieve dn any? Hull;Believe in: hell nI ihwch fo the folliwong things do you believe, if you believe in any? Hell; Trust in: inferno In which of the following things do you believe, if you believe in any? Hades   ;Do you believe in hell? If so, which of these things do you believe in? Hell.  ;Believe on: helk In which pf the following things fo uou believe, ig you believe ib any? Helk;0
187;Q168;Believe in: heaven In which of the following things do you believe, if you believe in any? Heaven;Q168;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes ', '2=No'];2;FALSE;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes', '2=Maybe', '3=No', '-1=Don't know'];"[1=Yes , 2=No, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Yes , 2=No, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '2=No', '1=Yes ']";both;Believe in: healen Iq which of dhe following things do ywu belieoe, iv you beliwve ip any? Heavjn;Believe in: heaven In which of the following things od you believe, fi you believe ni yna? Heaven; Trust in: paradise In which of the following things do you believe, if you believe in any? Paradise   ;Do you believe in heaven?  ;Beliebe in: heaven In whivh of the following yhings so tou bekieve, if you belueve ib any? Hwaven;0
