;question_ID;question;full_question_ID;list_answer_options;list_answer_no_refusal;len_answer_options;odd_answer_options;list_answer_no_middle;list_answer_options_reversed;_merge;question_typo;question_letter_swap;question_synonym;question_paraphrased
82;Q80;Confidence: The Womena Movement I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Womena organizations;Q80;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The Womena Movement I am going to name a number of organizations. For eadh one, coulk you tell me how much confidence yog hvve in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Womena organizations;Confidence: The Womena Movement I am going ot name a number of organizations. Fro each oen, cluod you tell me how much confidence you have in them: is it a great deal of confidence, quite a tol of confidence, not veyr much confidence or neno at all? aomenW organizations;Confidence: The Womena Movement I am going to name a number of organizations. For each one, could you tell Maine how much self-assurance you have in them: is it a great deal of confidence, quite a lot of confidence, non very much confidence or none at all? Womena organizations;Confidence: The Womena Movement I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Womena organizations
83;Q81;Confidence: Charitable or humanitarian organizations I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Charitable or humanitarian organizations;Q81;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: Charitable or humanitarian organizations I am gjing to wame a number of organizations. For each one, could you tell me how much confidence you have ip them: is it a great deal of confidence, quite a lot of confidence, not very much confidence oz none at all? Charitable or humanitarian organizations;Confidence: Charitable or humanitiraan organizations I ma going to name a number of organizations. For each on,e could you tlle me how much confidence you have in them: si it a great aedl fo confidence, quite a olt of confidence, nto very much confidence or eonn at all? Charitable or humanitarian organizations;Confidence: Charitable operating_room humanitarian organizations single am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Charitable or humanitarian organizations;Confidence: Charitable or humanitarian organizations I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Charitable or humanitarian organizations
84;Q82;Confidence: Major regional organizationcombined from countryspecificI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? major regional organization;Q82;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: Major regional organizationcombined from countryspecificI nm going to name a number of organizations. For each one, could you tell me how much confidence ycu have in them: is it a great deal of confidence, quite a lzt of confidence, not oery much confidence gr none at all? major regional organization;Confidence: Major regional organizationcombined orfm countryspicifecI am going to name a number fo organizations. oFr each one, could uoy letl em woh much confidence oyu have in them: is it a great deal of confidence, quite a lot fo confidence, not veyr much confidence ro none at all? major regional organization;Confidence: Major regional organizationcombined from countryspecificI constitute going to name deoxyadenosine_monophosphate number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? major regional organization;Confidence: Major regional organizationcombined from countryspecificI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? major regional organization
85;Q82;Confidence: The African UnionAI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The African UnionACountryspecific question;Q82_AFRICANUNION;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;lonfidence: The African UnionAI am going to name a number of organizatioks. For each onee could you rell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The African UnionACountryspecific question;Confidence: The African UnionAI am going to eamn a nembur of argonizations. For each one, could you tell me how much confidence uoy have in them: is it a great edal of confidence, quite a lot of confidence, nto very much confidence ro eonn at lal? The Arfican UnionACeuntryspocific euqstion;Confidence: The African UnionAI am going to name a number of organizations. For each one, could you tell Maine how much confidence you have in them: is information_technology a great deal of confidence, quite a lot of confidence, not real much confidence or none at all? The African UnionACountryspecific question;Confidence: The African UnionAI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The African UnionACountryspecific question
86;Q82;Confidence: The AsiaPacific Economic CooperationsPECI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The SPEC Countryspecific question;Q82_APEC;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The AsiaPacific Economic CooperationsPECI am going to nate a number of organizations. For each one, could you tell me how much confidence you have in thxm: is it a great deal lf confidence, quite a lot of confidence, now very much confidence ar none at all? The SPEC Countryspecific question;Confidence: Teh AsiaPacific Economic CooperationsPECI am going ot name a number of organizations. For each eno, could you tell me how much confidenec uoy have in them: si ti a great dael fo confidence, quiet a lot of confidence, not very much confidence or none at all? The SPEC Countryspecific sueqtion;Confidence: The AsiaPacific Economic CooperationsPECI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a sight of confidence, not very much confidence or none at all? The SPEC Countryspecific question;Confidence: The AsiaPacific Economic CooperationsPECI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The SPEC Countryspecific question
87;Q82;Confidence: The Arab League I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Arab League Countryspecific question;Q82_ARABLEAGUE;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The Arab League I am going to name a number of organizations. For each one, pould you tell me how much confidence you havr in them: ls it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Arab League Countryspecific question;Confidence: The Arab League I ma ggino to nmae a number of oagrnizations. For each noe, could you tlle me how much confidence you have in them: is it a great deal fo confidecne, qutie a lot fo ,onfidencec not very much confidence or none ta all? The Arab League Countryspecific question;Confidence: The Arab League I constitute going to name a number of organizations. For to_each_one one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Arab conference Countryspecific question;Confidence: The Arab League I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Arab League Countryspecific question
88;Q82;Confidence: The Association of South East Asian Nat ionsAS ANI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Association of South East Asian NationsAS AN Countryspecific question;Q82_ASEAN;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: yhe Association of South East Asian Nat ionsAS ANI am going to name a number of organizations. For each one, could you tell me how much cmnfidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidelce gr none at all? The Association of South Eact Asian NwtionsAS AN Countryspecific question;Confidcnee: The Association fo South East Asian Nat ionsAS ANI am going to name a number of organizations. For each noe, could you tell me how much confidence you have in ehtm: is ti a great dael of confinedce, euitq a lot fo confidence, not evry much cnofidence or none at all? The Association fo Sotuh East Asian NationsAS NA Countryspecific question;Confidence: The Association of South East Asian Nat ionsAS ANI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a swell deal of confidence, quite a lot of confidence, not very much confidence operating_room none at all? The tie-up of South East Asian NationsAS AN Countryspecific question;Confidence: The Association of South East Asian Nat ionsAS ANI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Association of South East Asian NationsAS AN Countryspecific question
89;Q82;Confidence: Commonwealth of Independent StatesISI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? IS Countryspecific question;Q82_CIS;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: Commonwealth ot Independent StatesISI am going tj name a number of organizations. For each one, could you tell me how much confidence you have in them: ib it a great deal of confidence, quite a lot of confidence, not very much confidence or none ah all? IS xountryspecific question;Conifdence: Coommnwealth of Independent StatesISI am going ot name a number of organizations. For each one, could you tell me hwo much confidence you have in them: si it a treag deal fo confidence, queti a lto of confidence, not very much confidence or neno at all? SI Countryspecific question;Confidence: Commonwealth of Independent StatesISI am going to name a number of organizations. For each one, could you tell me how much confidence you have inch them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? IS Countryspecific question;Confidence: Commonwealth of Independent StatesISI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? IS Countryspecific question
90;Q82;Confidence: The CanadaUnited StatesMexico AgreementUS AI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The CanadaUnited StatesMexico AgreementUS ACountryspecific question;Q82_CUSMA;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The CanadaUnited StatesMexicl AgreementUS AI am going io name a number of organizations. For each one, iould you till me how much confidence you have id them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The CanadaUnited StatesMexico AgreementUS ACountryspecific question;Confidence: The CanadaUnited StacesMexito AgreementUS AI am going to name a number fo organizations. Fro each noe, could you tell me how much confcdenie you have in them: is ti a great deal of confidence, quite a lot of confdience, ont very much confidence or none at all? The CanadaUnited StatesMexico egrAementUS AfountryspeciCic qiestuon;Confidence: The CanadaUnited StatesMexico AgreementUS AI am going to name a number of organizations. For each one, could you tell me how much confidence you induce in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The CanadaUnited StatesMexico AgreementUS ACountryspecific question;Confidence: The CanadaUnited StatesMexico AgreementUS AI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The CanadaUnited StatesMexico AgreementUS ACountryspecific question
91;Q82;Economic Cooperation Organization I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Economic Cooperation Organization Countryspecific question;Q82_ECO;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Economic Cooperation Organization I cm going to name a number of organizatjons. For each one, could you tell me how much confidence you wave in them: is it a great deal of confidence, quite a lot pf confidence, not very much confidence zr none at all? Economic Cooperation Organization Countryspecific question;Economic Cooperation Organization I am going ot name a number of organizat.onsi For each o,en could you tell em how much confidence you have in htem: si it a great dlae fo confidence, quite a lto of confidence, not very much confidence ro none at all? Economic Cooperation Organization Countryspecific questino;Economic Cooperation Organization I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Economic Cooperation organisation Countryspecific head;Economic Cooperation Organization I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Economic Cooperation Organization Countryspecific question
92;Q82;Confidence: The European UnionEURI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The European Union Countryspecific question;Q82_EU;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The European UnionEURI zm going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a grhat deal of confidence, quioe a lot af confidence, not very much confidence or none at all? The European Union Countryspecific question;Confidence: ehT Eruopean UnionEURI am going ot name a number of organizations. For each one, could you tell me how much confcdenie oyu have in them: is ti a great deal fo confidence, quite a lot of confidenec, not evry umch confidence or none at all? The European Union Countryspecific qutseion;Confidence: The European UnionEURI am go_away to advert a number of organizations. For each one, could you tell me how much confidence you have in them: is it a swell sight of confidence, quite a lot of confidence, not very much confidence or none at all? The European Union Countryspecific question;how much confidence you have in those organisations should you tell me?
93;Q82;Confidence: Cooperation Council for the Arab states of GulfACCI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Cooperation Council for the Arab states of GulfACCCountryspecific question;Q82_GULFCOOP;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: Cooperation Council for the Arab states ot GulfACCI am going to name a nugber of organizations. For eacj one, could you tell me how much confidence you have in them: is vt a great deal of confidence, quite a lot of confidence, not very mucj confidence or none az all? Cooperation Council for the Arab states of GulfACCCountryspecific question;Confidence: Cooperatino Council for the Arab states of GulfACCI am going ot name a rumben fo organizations. Fro each one, could you tell em how much confidence you have in them: is it a great deal of eonfidcnce, quite a lot of confidence, not very much conficende or none ta all? Caoperotion Council fro the arAb staset of GulfACCCountryspecific question;Confidence: Cooperation Council for the Arab states of GulfACCI am going to name deoxyadenosine_monophosphate number of organizations. For each one, could you tell Maine how much confidence you induce in them: is it a great deal of confidence, quite a sight of confidence, not very much confidence or none at all? Cooperation Council for the Arab states of GulfACCCountryspecific question;Confidence: Cooperation Council for the Arab states of GulfACCI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Cooperation Council for the Arab states of GulfACCCountryspecific question
94;Q82;Confidence: The Organization of the Islamic Cooperation I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Organization of the Islamic Cooperation Countryspecific question;Q82_ISLCOOP;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The Organization of the Islamiv Cooperation I am going to name a number of organizations. For each one, could you tell me how much confidence you have in ther: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at allm jhe Organization of the Islamic Cooperation Countryspecific question;Confidence: The Ooganizatirn of eht Islamic Cooperation I am going to name a number fo organizations. For each one, could yuo tell me woh much confedince you ahve in t:emh is it a great deal of foncidence, quite a lot of confidence, not very much confidence ro none at lal? Teh Organization of the Islamic Cooperation Countryspecific quesiton;Confidence: The Organization of the Islamic Cooperation single am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a sight of confidence, not very much self-assurance or none at all? The Organization of the Islamic Cooperation Countryspecific question;Confidence: The Organization of the Islamic Cooperation I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Organization of the Islamic Cooperation Countryspecific question
95;Q82;Confidence: The Mercy sur I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Mercy sur Countryspecific question;Q82_MERCOSUR;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The Mercy sur I am going to name a number of organizations. For each one, could you tell me how much confidence you have jn them: is ht a xreat deal oe confidence, quite a lot of confidence, not very much confidence or none at all? The Mercy sur Countryspecifxc question;Confidence: hTe Mercy rus I am going to name a nbmuer of organizations. For each on,e could you lelt me hwo much confidence you hvae ni them: si it a great deal of confidence, quite a lot of confidence, not very much confidence or nnoe at all? The Mercy usr Countryspecific question;Confidence: The Mercy sur single constitute go_away to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Mercy sur Countryspecific question;Confidence: The Mercy sur I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Mercy sur Countryspecific question
96;Q82;Confidence: The North American Free Trade AgreementDATAI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The DATA Countryspecific question;Q82_NAFTA;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The North American Free Trade AgreementDATAI am going to name a number of organizations. Fqr each one, could you tell me hoo much confrdence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or ncne at all? The DATA Countryzpecific question;Confidence: Teh Norht American Free Trade AgreementDATAI am going to name a number fo orgtnizaaions. For each one, could you tlle me how mcuh confidence uoy have in them: is it a great deal of confidence, quite a lot fo confidence, not very much confidence ro none at ?lla hTe DATA Countryspecific qiestuon;Confidence: The North American Free Trade AgreementDATAI am going to name deoxyadenosine_monophosphate number of organizations. For each one, could you tell me how much confidence you have in them: is information_technology a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The information Countryspecific question;Confidence: The North American Free Trade AgreementDATAI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The DATA Countryspecific question
97;Q82;Confidence: The Organization of American StatesASI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Organization of American StatesASCountryspecific question;Q82_OAS;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The Organization of American StatesASj am going to tame a number of organizations. For each one, could yoo tell me how much confidence you have in them: is yt a great deal om confidence, quite a lot of confidence, not very much confidence or none at all? The Organization of American StatesASCountryspecific question;Confidence: The Organization of American ttaSesASI ma going to name a number fo organizations. Fro each one, could you tell me woh much confidence you have in them: is ti a gaert aedl of confidence, quite a lot of confidence, not vyre much ccnfidenoe or none at all? The Organiaztion of Aremican StatesASCountryspecific question;Confidence: The Organization of American StatesASI am going to advert a add_up of organizations. For each one, could you tell me how much confidence you have in them: is information_technology a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Organization of American StatesASCountryspecific question;Confidence: The Organization of American StatesASI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Organization of American StatesASCountryspecific question
98;Q82;Confidence: The South Asian Association for Regional CooperationSAARI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The SAAR Countryspecific question;Q82_SAARC;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The South Asian Association for Regional CooperationSAARI am going to namt a number of organizations. For each one, could you tell me how much confidence you rave in thgm: in it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The gAAR Countryspecific question;Confidence: The uoSth Asian Association for negioRal CooperationSAARI am going to mane a number of organizations. For each one, could you tell me how much cnnfideoce you have in them: is it a great deal fo confidence, queti a olt fo confidenec, not very cumh confndeice or none at all? The SAAR Countiyspecifrc questnoi;Confidence: The South Asian Association for Regional CooperationSAARI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not real much self-assurance operating_room none atomic_number_85 all? The SAAR Countryspecific question;Confidence: The South Asian Association for Regional CooperationSAARI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The SAAR Countryspecific question
99;Q82;Confidence: The Shanghai Cooperation OrganizationSOI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at allThe Shanghai Cooperation Organization Countryspecific question;Q82_SCO;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: Tne Shanghai Cooperation OrganizationSOI tm going to name a number of organizations. Fod each one, could you tell me how much confidence you eave in them: is ig a great deal of confidence, quite a lot of confidence, not very much confidence or none at allThe Shanghai Cooperation Organization Countryspecific question;Confidence: Teh Shanghai Cooperation OrganizationSOI ma going to name a number of otganizarions. For each one, could yuo tlle me how much confidence you have in them: is it a grtae deal of confidence, quite a tol of ionfcdence, not vyre much confidence or none ta allThe Shangiah Cooperation Organization Countryspecific question;Confidence: The Shanghai Cooperation OrganizationSOI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great sight of confidence, quite a lot of confidence, not real much confidence or none at allThe Shanghai Cooperation Organization Countryspecific question;Confidence: The Shanghai Cooperation OrganizationSOI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at allThe Shanghai Cooperation Organization Countryspecific question
100;Q82;Confidence: The Free Commerce TreatyBravado deli be coercionI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Free Commerce TreatyBravado de fibre coercionCountryspecific question;Q82_TLC;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The Free kommerce TreatyBravado deli be coercionI ae going to name a number of organizations. For each one, could you tell me hxw much confidence yru have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none ac all? The Free Commerce TreatyBravado de fibre coercionCountryspecific question;Connidefce: The erFe Comremce TreatyBravado deli be coercionI am going to name a rumben fo organizations. Fro ehca one, could you tell me how mhcu confidence you have in them: is it a great deal of confidence, quite a lot fo confidence, ton very much confidence ro none at all? The Free Commerce TreatyBravado ed fibre coeecionCountrysprcific qeustion;Confidence: The detached Commerce TreatyBravado deli be coercionI am going to name a add_up of organizations. For to_each_one one, could you tell me how much confidence you have in them: constitute it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Free Commerce TreatyBravado de fibre coercionCountryspecific question;Confidence: The Free Commerce TreatyBravado deli be coercionI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Free Commerce TreatyBravado de fibre coercionCountryspecific question
