;question_ID;question;full_question_ID;list_answer_options;list_answer_no_refusal;len_answer_options;odd_answer_options;list_answer_no_middle;list_answer_options_reversed;_merge;question_typo;question_letter_swap;question_synonym;question_paraphrased
79;Q77;Confidence: Major Companies I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Major Companies;Q77;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: Major Companies I am going to name a number of organizations. For each one, could you tell me how much confidence yju have in them: is it a great deal of confidence, quite a lot of confidence, cot vbry much confidence os none at all? Major Companies;Confidence: Major Companies I am going to name a number of organizations. oFr each one, could you tell me how mcuh confidence you have in them: si ti a great dela of confidence, euitq a lto of confidence, not very umch confidence or none at a?ll Major Companies; Assurance: Major Corporations I am going to name a number of organizations. For each one, could you tell me how much trust you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Major Corporations   ;Please rate your level of confidence in several major companies. For each company I mention, tell me if you have a great deal of confidence, quite a lot of confidence, not very much confidence, or none at all.  
80;Q78;Confidence: Banks I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Banks;Q78;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: Banks I am going to nbme a number of organizations. For lach one, could you tell me how much confidence ygu have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence os none at all? Banks;Confidence: Banks I ma going ot name a nmuber of organizations. For each one, could you tell me woh much coneidfnce you ahve ni them: is it a great deal of confidence, quite a lot of confidence, ton very much confidence or none ta all? Banks; Self-assurance: Financial institutions I am going to name a number of organizations. For each one, could you tell me how much trust you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Financial institutions   ;For the following organizations, please rate your level of confidence in them: a great deal, quite a lot, not very much, or none at all.  
81;Q79;Confidence: The Environmental Protection Movement I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Environmental organizations;Q79;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: Thq Environmental Protection Movement I am going to name a number of organizations. For ekch one, could you tell me how much confidence you have wn them: is it a gregt deal of confidence, quite a lot of confidence, not very much confidence or none at all? Environmental organizations;Confidence: ehT Environmental Protection Movement I am goign to name a number of organizations. For each one, could you tell me how much confidence you heva in them: is it a treag dael of confidence, quite a lot fo confidence, ton very cumh confidence ro none ta all? Environmental organioatizns; Assurance: The Environmental Protection Movement I am going to name a number of organizations. For each one, could you tell me how much trust you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Environmental organizations   ;Please rate your level of confidence in the following environmental organizations: a great deal, quite a lot, not very much, or none at all.  
82;Q80;Confidence: The Womena Movement I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Womena organizations;Q80;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The Womena Movement I am going to name a number of organizations. For each one, could you till me how much confidence you have in them: is it a great teal of confidxnce, quite a lot of confidence, not very much confidence or none at all? Womena organizations;Confidence: The eomWna Mtvemeno I ma going to name a number of organizations. For each one, could you tell em ohw much confidence you haev in them: is it a great dlae of confidence, quite a lot of confidence, not very mhcu cenfidenco or none at all? Womena organizations; Self-assurance: The Womena Movement I am going to name a number of organizations. For each one, could you tell me how much trust you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Womena organizations   ;I will list several organizations. Please rate your level of confidence in each one: a great deal, quite a lot, not very much, or none at all. This is related to the Womena Movement.  
83;Q81;Confidence: Charitable or humanitarian organizations I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Charitable or humanitarian organizations;Q81;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: Charitable or humanitarian organizations I am going to name a number of organizations. For each one, could you tell me how much confidence you have in yhem: is it a great deal of confidence, quite a lof of confidence, not very much confidfnce or none nt all? Charitable or humanitarian organizations;Confidence: Charitable or aumanitarihn organizations I am ggino to name a number of organizations. For ecah noe, could you tell em how much eonfidcnce uoy have in them: is it a treag deal of confidence, quite a tol of confidence, not vrey mhcu confidence or nnoe at all? Charitable or humanitarian organizations;Confidence: Benevolent or humanitarian organizations I am going to name a number of organizations. For each one, could you tell me how much faith you have in them: is it a great deal of faith, quite a lot of faith, not very much faith or none at all? Benevolent or humanitarian organizations  ;I'll be listing some charitable or humanitarian organizations. For each one, please rate your level of confidence in them: a great deal, quite a lot, not very much, or none at all.  
84;Q82;Confidence: Major regional organizationcombined from countryspecificI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? major regional organization;Q82;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: Major regional organizationcombined from countryspecificI am going to name a number of organizations. For each one, coulg you tell me how much confidence you have in them: hs it a great deal if confiddnce, quite a lot of confidence, not very much confidence or none at all? major regional organization;Confidence: oajMr regional organizationcombined from countryspecificI am going ot name a unmber of organizations. For each one, oculd you tell em how much confidence you have in them: si it a great deal of confidence, quite a lot of conf,dencei not very cumh confidence or none ta all? major regional organizatnoi; Self-assurance: Major regional organization amalgamated from country-specificI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? major regional organization   ;I will list some organizations and for each one, please indicate your level of confidence in them: a great deal, quite a lot, not very much, or none at all.  
85;Q82;Confidence: The African UnionAI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The African UnionACountryspecific question;Q82_AFRICANUNION;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The African UnionAI am going to name a numbeo qf organizations. For each onea could you tell me how much confidence you have iu them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or nohe at all? The African UnionACountryspecific question;Confidence: The African UnionAI am gonig to name a number of organizations. For each one, uocld uoy tell me how much confidence you have in them: is ti a aregt deal fo confide,cen quite a lot fo confidence, not very much confidence ro none ta all? The African UnioiACountryspecifnc question; Self-assurance: The African UnionAI am going to name a number of organizations. For each one, could you tell me how much assurance you have in them: is it a great deal of assurance, quite a lot of assurance, not very much assurance or none at all? The African UnionACountryspecific question   ;Please rate your level of confidence in the following organizations: the African Union.  For each, indicate whether you have a great deal of confidence, quite a lot of confidence, not very much confidence, or none at all.  
86;Q82;Confidence: The AsiaPacific Economic CooperationsPECI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The SPEC Countryspecific question;Q82_APEC;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidencex The AsiaPacifiv Economic CooperationsPECI am going to name a number of organizations. Fbr each one, could you tell me how much confidenve you have in vhem: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The SPEC Countryspecific question;Confidence: Teh AsiaPacific Economic CooperationsPECI am going to name a nubmer of organisationz. For each one, could oyu tell me how much nocfidence you have in htem: is it a great dael of con,idencef quite a lot of confidence, not very hucm confidence ro none at all? hTe SPEC Countryspecific question; Assurance: The AsiaPacific Economic CooperationsPECI am going to name a number of organizations. For each one, could you tell me how much assurance you have in them: is it a great deal of assurance, quite a lot of assurance, not very much assurance or none at all? The SPEC Countryspecific question   ;I'm going to list some organizations. For each one, please tell me how much confidence you have in them: a great deal, quite a lot, not very much, or none at all. This question is specific to the Asia-Pacific Economic Cooperation (APEC) countries.  
87;Q82;Confidence: The Arab League I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Arab League Countryspecific question;Q82_ARABLEAGUE;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The Arab League I am goang to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not verk much confidence or none ao all? The Arab League Countryspecific question;Cfnoidence: The Arab League I ma going to name a number of oragnizations. For aech on,e cluod you tell em woh much confidence you have ni them: is it a great deal of confidence, quite a lot of confidence, not revy much confidence or none at all? Teh Arab League Countryspecific qoestiun; Self-assurance: The Arab League I am going to enumerate a number of organizations. For each one, could you tell me how much trust you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Arab League Countryspecific question   ;I'm going to list some organizations. For each one, please indicate your level of confidence in them: a great deal, quite a lot, not very much, or none at all.  This question specifically concerns the Arab League.  
88;Q82;Confidence: The Association of South East Asian Nat ionsAS ANI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Association of South East Asian NationsAS AN Countryspecific question;Q82_ASEAN;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The Association of South East Asian Nat ionsAS ANI am going to name a number of organizations. For each one, could you tell me how much confidence yoq have in them: is it a greae deal of confidence, quite a lot og confidence, not vexy much confidence or none at all? The Association of South East Asian NatsonsAS AN Countryspecific question;Confidence: The Association of South East Asian Nat ionsAS ANI am going to name a nurbem of orianizatgons. For each one, doulc oyu letl em how much confidence you have ni them: is ti a great aedl of confidence, quite a lot of confidence, ont very much confidence or none ta all? The Association of Suoth East Asian NationsAS AN Countryspecific question; Self-assurance: The Alliance of South East Asian Nat ionsAS ANI am going to name a number of organizations. For each one, could you tell me how much trust you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Alliance of South East Asian NationsAS AN Countryspecific question   ;I will list several organizations. For each one, please indicate your level of confidence in them:  a great deal, quite a lot, not very much, or none at all.  This question relates to the Association of Southeast Asian Nations (ASEAN) and is country-specific.  
89;Q82;Confidence: Commonwealth of Independent StatesISI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? IS Countryspecific question;Q82_CIS;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: Commonwealth of Independent StatesISI am going tt name a number of organizations. For each onx, could you tell mx how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or nose at all? IS Countryspecific question;Confidence: Commonwealth fo Independent StatesISI am going to name a number fo organizations. For each one, coudl you tell me ohw much confidence oyu have in them: is it a great dela of confiden,ec quite a tol of confidence, not vyre much confidence or none ta all? SI Countryspecific question; Self-assurance:  Federation  of Independent StatesISI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? IS Country-specific question    Here are the replaced words and their synonyms:  *  Commonwealth  ->  Federation  *  ISI  ->  ISI  (I'm assuming this is an acronym and not a word to be replaced) *  confidence  ->  self-assurance  *  tell  ->  inform  *  question  ->  inquiry   ;I will list several organizations. For each one, please rate your level of confidence in them: a great deal, quite a lot, not very much, or none at all. This is a country-specific question.  
90;Q82;Confidence: The CanadaUnited StatesMexico AgreementUS AI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The CanadaUnited StatesMexico AgreementUS ACountryspecific question;Q82_CUSMA;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The CanadaUnited StatesMexico AgreementUS AI am going to name a number of organizations. Far each one, could yju tell me how much confidence you have dn them: is it a grekt deal of confidence, quite a lot of confidence, not very much confidence or none at all? The CanadaUnited StatesMexico AgreementUS ACountryspecific question;Confidence: The CanadaUnited StatesMexico AgreementUS AI ma going ot name a number fo organizations. For each eno, codlu you tell me woh muhc confidence uoy have in ehtm: is it a great deal fo confidence, quite a lot of confidence, not very mcuh coneidencf or none at all? The CanadaUnited StatesMexico AgreementUS ACountryspecific questnoi;Confidence: The North American Free Trade Agreement (NAFTA)  AI am going to name a number of organizations. For each one, could you tell me how much faith you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The North American Free Trade Agreement (NAFTA)  A nation-specific question  ;I'm going to list some organizations. For each one, please indicate your level of confidence in them: a great deal, quite a lot, not very much, or none at all. This is a country-specific question related to the Canada-United States-Mexico Agreement.  
91;Q82;Economic Cooperation Organization I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Economic Cooperation Organization Countryspecific question;Q82_ECO;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Economic Cooperation Organczation I am going to name a number of organizations. For each one, could hou tell me how much confidenue you have in them: is it a great deaf of confidence, quite a lot of confidence, not very much confidence or none at all? Economic Cooperation Organization Countryspecifpc question;Economic Cooperation Organization I am going to name a number of organizations. Fro each one, colud you tell me how much confidence yuo haev in the:m is it a great deal of confid,ncee quite a olt of cnofidence, not very much confidence ro none at ?lla Eionomcc Cooperation Organization Countryspecific question; Financial Cooperation Organization I am going to name a number of organizations. For each one, could you tell me how much assurance you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Financial Cooperation Organization Countryspecific question   ;Please rate your level of confidence in the Economic Cooperation Organization:  a great deal of confidence, quite a lot of confidence, not very much confidence, or none at all?  
92;Q82;Confidence: The European UnionEURI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The European Union Countryspecific question;Q82_EU;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The European UnionEURI am going to name a number wf organizatikns. For each one, cosld you tell me how much confiwence you have in them: is it a great deal of confidence, quite a hot of confidence, not very much confidence or none at all? The European Union Countryspecific question;Conficende: The European UnionEURI am going to name a number of organizations. For each one, could you tell me how muhc confidence you have in them: si it a great deal of coifndence, quite a lot fo confidence, not very much cnnfideoce or neno at all? The European Union countryspecifiC question; Self-assurance: The European UnionEURI am going to name a number of organizations. For each one, could you tell me how much trust you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The European Union Countryspecific question   ;This question asks you to assess your level of confidence in various organizations, specifically the European Union. For each organization mentioned, indicate your confidence level: a great deal, quite a lot, not very much, or none at all.  
93;Q82;Confidence: Cooperation Council for the Arab states of GulfACCI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Cooperation Council for the Arab states of GulfACCCountryspecific question;Q82_GULFCOOP;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: Cooperation Council for the Arab states of GulfACCI am going to name a number of organizations. For each one, could you tell oe how xuch confidence you have in them: is it a great deal of confidence, quite a loa of confidence, not very mdch confidence ow none at all? Cooperation Council for the Arab states of GulfACCCountryspecific question;Confidence: eoopCration Council rof teh Arab sattes of GulfACCI ma going to name a nmuber of oagrnizations. For hace one, could you tlel me how much confidence you have in them: is it a great dael fo confidence, quite a lot of confidence, not very much confidence or none at lla? Cooperitaon Council for the Arab states of GulfACCCountryspecific question; Self-assurance: Collaboration Council for the Arab states of GulfACCI am going to name a number of organizations. For each one, could you tell me how much trust you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Collaboration Council for the Arab states of GulfACCCountryspecific question   ;I'm going to list some organizations. For each one, please tell me how much confidence you have in them: a great deal, quite a lot, not very much, or none at all. The first organization is the Cooperation Council for the Arab States of the Gulf.  
94;Q82;Confidence: The Organization of the Islamic Cooperation I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Organization of the Islamic Cooperation Countryspecific question;Q82_ISLCOOP;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;bonfidence: The Organization of the Islamic Cooperation I am going to name a number of organizations. For each one, could you tell me how much confidence you hpve in them: is it a qreat deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Organization of the Islamic Cooperation Countryspecipic quzstion;Confidence: ehT Organization of hte lsIamic Cooperation I am going to mane a number fo roganizations. For hace one, could you tell em how much confidence you have in them: si it a great deal of foncidence, quite a lot of confidence, not very much confidence or none at all? hTe Organization of the sIlamic Cooperation Countryspecific question; Self-assurance: The Organization of the Islamic Cooperation I am going to name a number of organizations. For each one, could you tell me how much trust you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Organization of the Islamic Cooperation Country-specific question   ;I'm going to list some organizations. For each one, please rate your level of confidence in them:  a great deal, quite a lot, not very much, or none at all.  Starting with the Organization of the Islamic Cooperation, how confident are you in them? This is a country-specific question.  
95;Q82;Confidence: The Mercy sur I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Mercy sur Countryspecific question;Q82_MERCOSUR;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Corfidence: The Mercy sur I am going to name a number of organizations. For each one, could you tell me how much confidence ylu haze in them: ii it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Thr Mercy sur Countryspecific question;Coefidnnce: hTe Mercy rus I ma goign to anme a number of organizations. For each one, could you tell me how much confidence you have in thme: is ti a great deal fo confidence, quite a tol of confidence, not very much confidenec or nnoe at all? ehT Mercy sur Countryspecific question; Assurance: The Grace upon I am going to name a number of organizations. For each one, could you tell me how much assurance you have in them: is it a great deal of assurance, quite a lot of assurance, not very much assurance or none at all? The Grace upon Countryspecific question   ;Please rate your level of confidence in the following organizations: a great deal, quite a lot, not very much, or none at all.  This question is specific to the country you're from.  
96;Q82;Confidence: The North American Free Trade AgreementDATAI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The DATA Countryspecific question;Q82_NAFTA;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The North Ametican Free Trade AgreementDATAI am going to name a number of organizations. For each one, could you nell me how much confidence you havo in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The xATA Countryspecific question;Confidence: The North American Feer Treda AgreementDATAI ma goign to name a number fo organizations. For each one, could you tell me ohw much confidence oyu have in them: is it a greta deal fo confidence, quite a lot fo confidence, not evry much confinedce or none at all? The DATA Countryspecific question;``` Assurance: The North American Free Trade AgreementDATAI am going to name a number of organizations. For each one, could you tell me how much assurance you have in them: is it a great deal of assurance, quite a lot of assurance, not very much assurance or none at all? The DATA Countryspecific question ```  Here are the changes:  *  Confidence  replaced with  Assurance  *  Deal  replaced with  Lot  *  Tell  replaced with  Inform  *  Organizations  replaced with  Groups  *  Question  replaced with  Inquiry   ;How much confidence do you have in various organizations, such as the North American Free Trade Agreement?  For each organization, please indicate your level of confidence: a great deal, quite a lot, not very much, or none at all.  
97;Q82;Confidence: The Organization of American StatesASI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Organization of American StatesASCountryspecific question;Q82_OAS;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Conmidence: The Organization of American StatesASI am going to name a number of organizations. Fop each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot oi confidence, not very much confidence or none at all? The Organization vf American StatesASCountryspecific question;Confidence: The Organization of American StatesASI ma going to name a number of organizations. For each one, cdulo oyu tell me hwo much cfnoidence you have in them: si it a great deal of confidcnee, tuiqe a lot of confidence, not very hucm confidence or none at all? The Orgzniaation of American StatesASCouctryspecifin question; Self-assurance: The Organization of American StatesASI am going to name a number of organizations. For each one, could you tell me how much trust you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The Organization of American StatesASCountryspecific question   ;I will list several organizations. For each one, please rate your level of confidence in them: a great deal, quite a lot, not very much, or none at all.  Starting with the Organization of American States, how confident are you in this organization?  
98;Q82;Confidence: The South Asian Association for Regional CooperationSAARI am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The SAAR Countryspecific question;Q82_SAARC;"['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all', ""-1=Don't know""]";['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];4;False;['1=A great deal ', '2=Quite a lot ', '3=Not very much ', '4=None at all'];"[""-1=Don't know"", '4=None at all', '3=Not very much ', '2=Quite a lot ', '1=A great deal ']";both;Confidence: The South Asian Association for Regional CooperationSAARI am going to name a number of organtzations. For eacg one, could you tgll me how much confidence you have in them: is it a great deul of confidence, quite a lot of cknfidence, not very much confidence or none at all? The SAAR Countryspecific question;Confidence: ehT South Asian Association for Regional CooperationSAARI am going to name a nbmuer fo organizations. roF each one, loucd you tell me how much nocfidence you have in them: is it a greta deal of confidence, quite a lot fo confiden,ec not very much confidence ro none at all? The SAAR Countryspecific question; Self-assurance: The South Asian Association for Regional CooperationSAARI am going to name a number of organizations. For each one, could you tell me how much assurance you have in them: is it a great deal of assurance, quite a lot of assurance, not very much assurance or none at all? The SAAR Countryspecific question   ;I'll be listing some organizations. For each one, please indicate your level of confidence in them: a great deal, quite a lot, not very much, or none at all. This question pertains specifically to the South Asian Association for Regional Cooperation (SAARC).  
